PeakID (cmd=annotatePeaks.pl results/filtered_reproducible_peaks.bed mm10 -gtf results/m39_gene_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr8-790	chr8	85455112	85455266	+	1	NA	intron (ENSMUST00000126806.2, intron 2 of 9)	protein_coding-intron (ENSMUST00000076715.13, intron 2 of 8)	5553	ENSMUST00000098571.5	ENSMUSG00000074203	ENSMUST00000098571			G430095P16Rik			lncRNA
chr15-281	chr15	82019655	82019823	+	1	NA	intron (ENSMUST00000229597.2, intron 6 of 6)	protein_coding-intron (ENSMUST00000089174.6, intron 6 of 6)	5483	ENSMUST00000229384.2	ENSMUSG00000068114	ENSMUST00000230582			Ccdc134			protein_coding
chr16-170	chr16	41795795	41795963	+	1	NA	intron (ENSMUST00000187695.7, intron 5 of 8)	protein_coding-intron (ENSMUST00000078873.11, intron 3 of 5)	-168468	ENSMUST00000145951.8	ENSMUSG00000061080	ENSMUST00000189229			Lsamp			protein_coding
chr14-248	chr14	102106657	102106825	+	1	NA	promoter-TSS (ENSMUST00000159812.2)	protein_coding-promoter-TSS (ENSMUST00000159812.2)	-165	ENSMUST00000159812.2	ENSMUSG00000033060	ENSMUST00000159948			Lmo7			protein_coding
chr17-178	chr17	64029761	64029929	+	1	NA	Intergenic	Intergenic	-20360	ENSMUST00000233403.2	ENSMUSG00000117014	ENSMUST00000233403			Gm9300			processed_pseudogene
chr16-286	chr16	44877694	44877862	+	1	NA	Intergenic	Intergenic	-35987	ENSMUST00000139509.2	ENSMUSG00000022665	ENSMUST00000139509			Ccdc80			protein_coding
chr18-557	chr18	58322330	58322475	+	1	NA	intron (ENSMUST00000235779.2, intron 2 of 2)	protein_coding-intron (ENSMUST00000025497.8, intron 5 of 64)	11375	ENSMUST00000235779.2	ENSMUSG00000024598	ENSMUST00000235417			Fbn2			protein_coding
chr17-49	chr17	4785551	4785719	+	1	NA	Intergenic	Intergenic	57340	ENSMUST00000180078.3	ENSMUSG00000118855	ENSMUST00000180078			Gm23186			snRNA
chr14-465	chr14	62496496	62496664	+	1	NA	Intergenic	Intergenic	-33458	ENSMUST00000166879.8	ENSMUSG00000021932	ENSMUST00000169728			Rnaseh2b			protein_coding
chr9-53	chr9	71898554	71898722	+	1	NA	promoter-TSS (ENSMUST00000191887.2)	TEC-promoter-TSS (ENSMUST00000191887.2)	-85	ENSMUST00000191887.2	ENSMUSG00000104469	ENSMUST00000191887			Gm37663			TEC
chr9-1023	chr9	62194406	62194574	+	1	NA	Intergenic	Intergenic	-5000	ENSMUST00000056949.5	ENSMUSG00000046846	ENSMUST00000056949			Spesp1			protein_coding
chr4-776	chr4	76356815	76356983	+	1	NA	intron (ENSMUST00000173376.8, intron 1 of 30)	protein_coding-intron (ENSMUST00000107287.9, intron 10 of 14)	11318	ENSMUST00000107289.9	ENSMUSG00000028399	ENSMUST00000098005			Ptprd			protein_coding
chr6-1037	chr6	142739327	142739495	+	1	NA	intron (ENSMUST00000111768.3, intron 3 of 5)	protein_coding-intron (ENSMUST00000111768.3, intron 3 of 5)	10781	ENSMUST00000111768.3	ENSMUSG00000048473	ENSMUST00000111768			Sult6b2			protein_coding
chr18-467	chr18	44449149	44449306	+	1	NA	exon (ENSMUST00000241818.1, exon 1 of 1)	lncRNA-exon (ENSMUST00000241818.1, exon 1 of 1)	448	ENSMUST00000241818.1	ENSMUSG00000117919	ENSMUST00000236086			Gm41717			lncRNA
chr2-233	chr2	38288047	38288215	+	1	NA	Intergenic	Intergenic	-25883	ENSMUST00000146404.2	ENSMUSG00000085950	ENSMUST00000146404			Gm13589			lncRNA
chr19-535	chr19	10586281	10586449	+	1	NA	TTS (ENSMUST00000237318.2)	protein_coding-TTS (ENSMUST00000237318.2)	-1420	ENSMUST00000237138.2	ENSMUSG00000024740	ENSMUST00000236328			Ddb1			protein_coding
chr18-221	chr18	74349809	74349977	+	1	NA	exon (ENSMUST00000236663.2, exon 1 of 2)	protein_coding-exon (ENSMUST00000236663.2, exon 1 of 2)	691	ENSMUST00000025444.8	ENSMUSG00000024560	ENSMUST00000236663			Cxxc1			protein_coding
chr12-327	chr12	73773097	73773265	+	1	NA	intron (ENSMUST00000221153.2, intron 11 of 14)	protein_coding-intron (ENSMUST00000021527.15, intron 10 of 13)	55098	ENSMUST00000242536.1	ENSMUSG00000120322	ENSMUST00000242536			Gm34189			lncRNA
chr2-706	chr2	73866499	73866667	+	1	NA	Intergenic	Intergenic	66103	ENSMUST00000151443.2	ENSMUSG00000085387	ENSMUST00000151443			A630050E04Rik			lncRNA
chr3-659	chr3	78644667	78644834	+	1	NA	Intergenic	Intergenic	-21176	ENSMUST00000194471.2	ENSMUSG00000102341	ENSMUST00000194471			Gm18952			processed_pseudogene
chr2-801	chr2	157715348	157715516	+	1	NA	intron (ENSMUST00000029178.7, intron 13 of 15)	protein_coding-intron (ENSMUST00000029178.7, intron 13 of 15)	-28024	ENSMUST00000121302.2	ENSMUSG00000062846	ENSMUST00000121302			Gm14176			processed_pseudogene
chr13-320	chr13	12210293	12210461	+	1	NA	intron (ENSMUST00000221190.2, intron 3 of 5)	protein_coding-intron (ENSMUST00000099856.6, intron 27 of 32)	4996	ENSMUST00000221190.2	ENSMUSG00000021311	ENSMUST00000220473			Mtr			protein_coding
chr6-911	chr6	35018119	35018287	+	1	NA	intron (ENSMUST00000114993.9, intron 10 of 11)	protein_coding-intron (ENSMUST00000114989.9, intron 10 of 10)	15141	ENSMUST00000200743.2	ENSMUSG00000038784	ENSMUST00000114993			Cnot4			protein_coding
chr16-607	chr16	65612392	65612560	+	1	NA	promoter-TSS (ENSMUST00000227997.2)	protein_coding-promoter-TSS (ENSMUST00000227997.2)	-39	ENSMUST00000227997.2	ENSMUSG00000091243	ENSMUST00000228708			Vgll3			protein_coding
chr3-697	chr3	121842954	121843122	+	1	NA	intron (ENSMUST00000132199.8, intron 2 of 12)	protein_coding-intron (ENSMUST00000013995.13, intron 1 of 49)	2813	ENSMUST00000132199.8	ENSMUSG00000028125	ENSMUST00000013995			Abca4			protein_coding
chrX-81	chrX	81999522	81999690	+	1	NA	intron (ENSMUST00000127295.8, intron 1 of 6)	protein_coding-intron (ENSMUST00000114000.8, intron 1 of 78)	7097	ENSMUST00000114000.8	ENSMUSG00000045103	ENSMUST00000239019			Dmd			protein_coding
chr8-799	chr8	93581259	93581427	+	1	NA	promoter-TSS (ENSMUST00000046290.3)	protein_coding-promoter-TSS (ENSMUST00000046290.3)	-624	ENSMUST00000046290.3	ENSMUSG00000033192	ENSMUST00000210099			Lpcat2			protein_coding
chr1-872	chr1	180762657	180762825	+	1	NA	exon (ENSMUST00000037361.9, exon 1 of 4)	protein_coding-exon (ENSMUST00000037361.9, exon 1 of 4)	154	ENSMUST00000037361.9	ENSMUSG00000038793	ENSMUST00000037361			Lefty1			protein_coding
chr17-21	chr17	65973600	65973768	+	1	NA	intron (ENSMUST00000070673.9, intron 6 of 6)	protein_coding-intron (ENSMUST00000070673.9, intron 6 of 6)	-5111	ENSMUST00000233942.2	ENSMUSG00000117114	ENSMUST00000233942			Gm49867			processed_pseudogene
chr1-574	chr1	51902317	51902485	+	1	NA	exon (ENSMUST00000126657.2, exon 4 of 4)	protein_coding-exon (ENSMUST00000126657.2, exon 4 of 4)	-12136	ENSMUST00000123299.2	ENSMUSG00000018417	ENSMUST00000151525			Myo1b			protein_coding
chr1-1266	chr1	162394194	162394272	+	1	NA	Intergenic	Intergenic	-3851	ENSMUST00000132158.8	ENSMUSG00000026696	ENSMUST00000155003			Vamp4			protein_coding
chr8-757	chr8	26309426	26309594	+	1	NA	intron (ENSMUST00000166078.9, intron 12 of 14)	protein_coding-intron (ENSMUST00000068892.15, intron 13 of 15)	4093	ENSMUST00000149550.2	ENSMUSG00000031575	ENSMUST00000068892			Ash2l			protein_coding
chr4-3	chr4	45275799	45275967	+	1	NA	intron (ENSMUST00000107804.2, intron 14 of 15)	protein_coding-intron (ENSMUST00000044773.12, intron 14 of 15)	-21244	ENSMUST00000044673.9	ENSMUSG00000035601	ENSMUST00000144781			Trmt10b			protein_coding
chr13-369	chr13	104177588	104177756	+	1	NA	intron (ENSMUST00000224945.2, intron 9 of 11)	protein_coding-intron (ENSMUST00000109315.5, intron 9 of 12)	-3522	ENSMUST00000224475.2	ENSMUSG00000021710	ENSMUST00000225478			Nln			protein_coding
chr10-621	chr10	7061710	7061878	+	1	NA	Intergenic	Intergenic	23712	ENSMUST00000150282.2	ENSMUSG00000015202	ENSMUST00000150282			Cnksr3			protein_coding
chr17-86	chr17	46595708	46595876	+	1	NA	Intergenic	Intergenic	-1840	ENSMUST00000180283.2	ENSMUSG00000012296	ENSMUST00000164342			Tjap1			protein_coding
chr6-747	chr6	124761339	124761507	+	1	NA	Intergenic	Intergenic	-4733	ENSMUST00000112475.9	ENSMUSG00000030125	ENSMUST00000032218			Lrrc23			protein_coding
chr10-886	chr10	13923703	13923871	+	1	NA	intron (ENSMUST00000191464.2, intron 2 of 3)	protein_coding-intron (ENSMUST00000015645.11, intron 1 of 8)	81019	ENSMUST00000191464.2	ENSMUSG00000015501	ENSMUST00000185392			Hivep2			protein_coding
chr2-1544	chr2	112266779	112266923	+	1	NA	Intergenic	Intergenic	-18491	ENSMUST00000069747.6	ENSMUSG00000055943	ENSMUST00000069747			Emc7			protein_coding
chr11-610	chr11	107622453	107622621	+	1	NA	TTS (ENSMUST00000021066.4)	protein_coding-TTS (ENSMUST00000021066.4)	10368	ENSMUST00000134076.2	ENSMUSG00000020723	ENSMUST00000134076			Cacng4			protein_coding
chr4-936	chr4	141057814	141057982	+	1	NA	Intergenic	Intergenic	13674	ENSMUST00000149002.2	ENSMUSG00000006445	ENSMUST00000149002			Epha2			protein_coding
chr9-253	chr9	104466778	104466946	+	1	NA	intron (ENSMUST00000213120.2, intron 1 of 8)	protein_coding-intron (ENSMUST00000057742.15, intron 1 of 15)	4325	ENSMUST00000213120.2	ENSMUSG00000032564	ENSMUST00000213120			Cpne4			protein_coding
chr17-476	chr17	32242180	32242348	+	1	NA	promoter-TSS (ENSMUST00000138172.2)	protein_coding-promoter-TSS (ENSMUST00000138172.2)	-85	ENSMUST00000138172.2	ENSMUSG00000002076	ENSMUST00000002145			Hsf2bp			protein_coding
chr4-607	chr4	34451749	34451896	+	1	NA	Intergenic	Intergenic	-6068	ENSMUST00000118727.2	ENSMUSG00000084119	ENSMUST00000118727			Gm12351			processed_pseudogene
chr18-379	chr18	75534831	75534997	+	1	NA	Intergenic	Intergenic	26929	ENSMUST00000172718.2	ENSMUSG00000025880	ENSMUST00000174843			Smad7			protein_coding
chr3-650	chr3	54373560	54373728	+	1	NA	Intergenic	Intergenic	-15215	ENSMUST00000091130.5	ENSMUSG00000121776	ENSMUST00000091130			Gm6793			lncRNA
chr3-9	chr3	85860069	85860237	+	1	NA	Intergenic	Intergenic	1958	ENSMUST00020182813.1	ENSMUSG00002075155	ENSMUST00020182813			Gm54781			snoRNA
chr2-55	chr2	58601609	58601777	+	1	NA	intron (ENSMUST00000140464.2, intron 2 of 2)	protein_coding-intron (ENSMUST00000071543.12, intron 1 of 7)	5912	ENSMUST00000140464.2	ENSMUSG00000086129	ENSMUST00000140464			Gm13558			lncRNA
chr17-40	chr17	17628493	17628661	+	1	NA	intron (ENSMUST00000115576.3, intron 1 of 5)	protein_coding-intron (ENSMUST00000115576.3, intron 1 of 5)	3678	ENSMUST00000181390.3	ENSMUSG00000097379	ENSMUST00000181390			Gm26873			lncRNA
chr12-288	chr12	25259011	25259179	+	1	NA	exon (ENSMUST00000223481.2, exon 3 of 3)	lncRNA-exon (ENSMUST00000223481.2, exon 3 of 3)	-19999	ENSMUST00000245281.1	ENSMUSG00000120697	ENSMUST00000245281			Gm36496			lncRNA
chr15-345	chr15	101227046	101227214	+	1	NA	intron (ENSMUST00000229584.2, intron 1 of 4)	lncRNA-intron (ENSMUST00000229584.2, intron 1 of 4)	6361	ENSMUST00000229584.2	ENSMUSG00000116114	ENSMUST00000229584			Gm35853			lncRNA
chr3-685	chr3	101743707	101743875	+	1	NA	promoter-TSS (ENSMUST00000061831.11)	protein_coding-promoter-TSS (ENSMUST00000061831.11)	-252	ENSMUST00000061831.11	ENSMUSG00000044313	ENSMUST00000061831			Mab21l3			protein_coding
chr7-1174	chr7	126584400	126584568	+	1	NA	Intergenic	Intergenic	7079	ENSMUST00000206964.2	ENSMUSG00000030682	ENSMUST00000206346			Cdipt			protein_coding
chr3-336	chr3	138414999	138415167	+	1	NA	Intergenic	Intergenic	17662	ENSMUST00000197761.2	ENSMUSG00000105838	ENSMUST00000197761			4930425O10Rik			lncRNA
chr6-172	chr6	117639689	117639857	+	1	NA	intron (ENSMUST00000190546.7, intron 2 of 3)	lncRNA-intron (ENSMUST00000188781.7, intron 3 of 4)	-50194	ENSMUST00000205216.3	ENSMUSG00000107785	ENSMUST00000246238			Gm45083			lncRNA
chr2-677	chr2	4367365	4367533	+	1	NA	intron (ENSMUST00000175944.8, intron 1 of 16)	protein_coding-intron (ENSMUST00000091497.11, intron 1 of 22)	18429	ENSMUST00000101878.3	ENSMUSG00000075826	ENSMUST00000101878			Gm23691			snRNA
chr2-1495	chr2	59460249	59460417	+	1	NA	promoter-TSS (ENSMUST00000128030.2)	protein_coding-promoter-TSS (ENSMUST00000128030.2)	-74	ENSMUST00000128030.2	ENSMUSG00000035168	ENSMUST00000162857			Tanc1			protein_coding
chr1-730	chr1	91944142	91944310	+	1	NA	intron (ENSMUST00000097644.9, intron 4 of 26)	protein_coding-intron (ENSMUST00000008995.15, intron 3 of 25)	5593	ENSMUST00000192836.2	ENSMUSG00000102565	ENSMUST00000192836			Gm37036			TEC
chr7-765	chr7	144661585	144661753	+	1	NA	Intergenic	Intergenic	-55064	ENSMUST00000207878.2	ENSMUSG00000108967	ENSMUST00000207878			Gm45181			lncRNA
chr15-653	chr15	77650415	77650583	+	1	NA	intron (ENSMUST00000139729.2, intron 2 of 2)	protein_coding-intron (ENSMUST00000016771.13, intron 34 of 40)	891	ENSMUST00000139729.2	ENSMUSG00000022443	ENSMUST00000124844			Myh9			protein_coding
chr4-119	chr4	129039790	129039958	+	1	NA	Intergenic	Intergenic	9082	ENSMUST00000102600.4	ENSMUSG00000001334	ENSMUST00000102600			Fndc5			protein_coding
chr13-679	chr13	104112942	104113110	+	1	NA	exon (ENSMUST00000224348.2, exon 2 of 2)	lncRNA-exon (ENSMUST00000224348.2, exon 2 of 2)	1812	ENSMUST00000224348.2	ENSMUSG00000114637	ENSMUST00000224348			Gm47851			lncRNA
chr12-565	chr12	44645370	44645538	+	1	NA	exon (ENSMUST00000020939.16, exon 31 of 31)	protein_coding-exon (ENSMUST00000020939.16, exon 31 of 31)	13728	ENSMUST00000218062.2	ENSMUSG00000020598	ENSMUST00000220130			Nrcam			protein_coding
chr16-219	chr16	77128099	77128267	+	1	NA	exon (ENSMUST00000242551.1, exon 1 of 1)	lncRNA-exon (ENSMUST00000242551.1, exon 1 of 1)	1643	ENSMUST00000245497.1	ENSMUSG00000090386	ENSMUST00000242300			Mir99ahg			lncRNA
chr7-125	chr7	81504362	81504530	+	1	NA	Intergenic	Intergenic	-4303	ENSMUST00000041890.8	ENSMUSG00000038623	ENSMUST00000119543			Tm6sf1			protein_coding
chr17-502	chr17	87875024	87875192	+	1	NA	intron (ENSMUST00000234992.2, intron 3 of 3)	lncRNA-intron (ENSMUST00000234992.2, intron 3 of 3)	3974	ENSMUST00000234992.2	ENSMUSG00000117414	ENSMUST00000234992			Gm46587			lncRNA
chr9-591	chr9	40440139	40440307	+	1	NA	intron (ENSMUST00000119373.9, intron 1 of 20)	protein_coding-intron (ENSMUST00000119373.9, intron 1 of 20)	-2228	ENSMUST00000181617.2	ENSMUSG00000097205	ENSMUST00000181617			Gm17540			lncRNA
chr4-967	chr4	11887557	11887725	+	1	NA	Intergenic	Intergenic	-40783	ENSMUST00020183381.1	ENSMUSG00002076819	ENSMUST00020183381			Gm56212			misc_RNA
chr2-1484	chr2	45023381	45023500	+	1	NA	Intergenic	Intergenic	-16033	ENSMUST00000176438.9	ENSMUSG00000026872	ENSMUST00000201982			Zeb2			protein_coding
chr7-72	chr7	29688566	29688728	+	1	NA	TTS (ENSMUST00000209185.2)	protein_coding-TTS (ENSMUST00000209185.2)	1449	ENSMUST00000074322.12	ENSMUSG00000074221	ENSMUST00000074322			Zfp568			protein_coding
chr10-220	chr10	26440583	26440751	+	1	NA	Intergenic	Intergenic	-46076	ENSMUST00000218590.3	ENSMUSG00000111882	ENSMUST00000218590			Gm48864			unitary_pseudogene
chr18-669	chr18	75155536	75155654	+	1	NA	intron (ENSMUST00000236220.2, intron 1 of 8)	protein_coding-intron (ENSMUST00000039608.9, intron 1 of 16)	-1332	ENSMUST00020182482.1	ENSMUSG00002075461	ENSMUST00020182482			Gm54896			rRNA
chr16-155	chr16	43946856	43947024	+	1	NA	intron (ENSMUST00000147025.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000063661.13, intron 1 of 14)	12403	ENSMUST00000130036.2	ENSMUSG00000052459	ENSMUST00000114666			Atp6v1a			protein_coding
chr9-411	chr9	50352079	50352247	+	1	NA	Intergenic	Intergenic	-53662	ENSMUST00000114474.8	ENSMUSG00000032068	ENSMUST00000114474			Plet1			protein_coding
chr3-728	chr3	30792182	30792350	+	1	NA	Intergenic	Intergenic	-8176	ENSMUST00000174395.8	ENSMUSG00000051860	ENSMUST00000172593			Samd7			protein_coding
chr7-1193	chr7	141036856	141036982	+	1	NA	promoter-TSS (ENSMUST00000169723.2)	protein_coding-promoter-TSS (ENSMUST00000169723.2)	-12	ENSMUST00000169723.2	ENSMUSG00000025509	ENSMUST00000164924			Pnpla2			protein_coding
chr8-873	chr8	23658937	23659105	+	1	NA	Intergenic	Intergenic	11222	ENSMUST00000210782.2	ENSMUSG00000031545	ENSMUST00000167004			Gpat4			protein_coding
chr1-979	chr1	162337041	162337209	+	1	NA	Intergenic	Intergenic	-31522	ENSMUST00000086074.12	ENSMUSG00000040265	ENSMUST00000161155			Dnm3			protein_coding
chr12-109	chr12	76505949	76506117	+	1	NA	Intergenic	Intergenic	9561	ENSMUST00000220043.2	ENSMUSG00000073000	ENSMUST00000219367			Ppp1r36dn			lncRNA
chr3-888	chr3	108094559	108094727	+	1	NA	promoter-TSS (ENSMUST00000106661.4)	protein_coding-promoter-TSS (ENSMUST00000106661.4)	-716	ENSMUST00000106661.4	ENSMUSG00000050947	ENSMUST00000155782			Amigo1			protein_coding
chr4-1253	chr4	140540691	140540843	+	1	NA	exon (ENSMUST00000026378.4, exon 16 of 16)	protein_coding-exon (ENSMUST00000026378.4, exon 16 of 16)	2463	ENSMUST00000151848.2	ENSMUSG00000085918	ENSMUST00000151848			Gm13032			lncRNA
chr3-563	chr3	41560170	41560338	+	1	NA	exon (ENSMUST00000191952.2, exon 9 of 9)	protein_coding-exon (ENSMUST00000191952.2, exon 9 of 9)	3389	ENSMUST00000192300.2	ENSMUSG00000025764	ENSMUST00000194181			Jade1			protein_coding
chr7-16	chr7	25336023	25336191	+	1	NA	intron (ENSMUST00000071329.8, intron 4 of 8)	protein_coding-intron (ENSMUST00000071329.8, intron 4 of 8)	-4939	ENSMUST00000205808.2	ENSMUSG00000060376	ENSMUST00000071329			Bckdha			protein_coding
chr13-835	chr13	49359150	49359288	+	1	NA	intron (ENSMUST00000222733.2, intron 3 of 4)	protein_coding-intron (ENSMUST00000048946.7, intron 2 of 5)	-1627	ENSMUST00000223496.2	ENSMUSG00000037960	ENSMUST00000222733			Card19			protein_coding
chr11-211	chr11	94206240	94206408	+	1	NA	intron (ENSMUST00000166312.8, intron 1 of 11)	protein_coding-intron (ENSMUST00000021226.14, intron 1 of 10)	6397	ENSMUST00000107822.10	ENSMUSG00000020863	ENSMUST00000107822			Luc7l3			protein_coding
chr15-728	chr15	42174673	42174797	+	1	NA	TTS (ENSMUST00000230321.2)	lncRNA-TTS (ENSMUST00000230321.2)	9007	ENSMUST00000230321.2	ENSMUSG00000116245	ENSMUST00000230321			Gm49452			lncRNA
chr12-455	chr12	82434619	82434787	+	1	NA	intron (ENSMUST00000222714.2, intron 8 of 21)	protein_coding-intron (ENSMUST00000053969.7, intron 7 of 20)	-32686	ENSMUST00000221169.2	ENSMUSG00000042700	ENSMUST00000221327			Sipa1l1			protein_coding
chr3-367	chr3	137921214	137921382	+	1	NA	intron (ENSMUST00000185122.8, intron 2 of 2)	lncRNA-intron (ENSMUST00000185122.8, intron 2 of 2)	-2223	ENSMUST00000090171.7	ENSMUSG00000055301	ENSMUST00000196133			Adh7			protein_coding
chr5-174	chr5	124304427	124304590	+	1	NA	intron (ENSMUST00000162812.8, intron 2 of 24)	protein_coding-intron (ENSMUST00000086123.11, intron 1 of 23)	18673	ENSMUST00000161644.3	ENSMUSG00000029406	ENSMUST00000159010			Pitpnm2			protein_coding
chr7-88	chr7	45965185	45965353	+	1	NA	Intergenic	Intergenic	20470	ENSMUST00000209802.2	ENSMUSG00000009487	ENSMUST00000210281			Otog			protein_coding
chr16-409	chr16	23275383	23275551	+	1	NA	intron (ENSMUST00000089883.7, intron 13 of 15)	protein_coding-intron (ENSMUST00000089883.7, intron 13 of 15)	27584	ENSMUST00000038730.7	ENSMUSG00000033383	ENSMUST00000038730			Rtp1			protein_coding
chr3-449	chr3	143090297	143090465	+	1	NA	Intergenic	Intergenic	16044	ENSMUST00000196087.2	ENSMUSG00000105917	ENSMUST00000196087			Gm43612			lncRNA
chr10-1026	chr10	130080291	130080390	+	1	NA	Intergenic	Intergenic	-30068	ENSMUST00000213568.2	ENSMUSG00000045559	ENSMUST00000213568			Or9k7			protein_coding
chr17-592	chr17	34812910	34813078	+	1	NA	exon (ENSMUST00000038149.13, exon 3 of 9)	protein_coding-exon (ENSMUST00000038149.13, exon 3 of 9)	625	ENSMUST00000174532.2	ENSMUSG00000034673	ENSMUST00000183827			Pbx2			protein_coding
chr2-1034	chr2	36112533	36112701	+	1	NA	intron (ENSMUST00000244764.1, intron 1 of 1)	lncRNA-intron (ENSMUST00000122948.3, intron 3 of 3)	139	ENSMUST00000244764.1	ENSMUSG00000087187	ENSMUST00000244764			Gm13431			lncRNA
chr4-1280	chr4	155230935	155231103	+	1	NA	Intergenic	Intergenic	35872	ENSMUST00000129415.2	ENSMUSG00000029049	ENSMUST00000155375			Morn1			protein_coding
chr3-486	chr3	101578094	101578262	+	1	NA	Intergenic	Intergenic	-20927	ENSMUST00000196442.2	ENSMUSG00000106070	ENSMUST00000196442			Gm43135			lncRNA
chr2-1159	chr2	32320772	32320940	+	1	NA	promoter-TSS (ENSMUST00000113308.8)	protein_coding-promoter-TSS (ENSMUST00000113308.8)	-92	ENSMUST00000113308.8	ENSMUSG00000026819	ENSMUST00000127961			Slc25a25			protein_coding
chr10-819	chr10	63057342	63057510	+	1	NA	Intergenic	Intergenic	-17695	ENSMUST00000095580.3	ENSMUSG00000020067	ENSMUST00000218978			Mypn			protein_coding
chr1-739	chr1	132127080	132127248	+	1	NA	intron (ENSMUST00000188169.7, intron 1 of 4)	protein_coding-intron (ENSMUST00000112357.9, intron 1 of 3)	1338	ENSMUST00000083501.3	ENSMUSG00000065435	ENSMUST00000083501			Mir135b			miRNA
chr11-491	chr11	119610450	119610618	+	1	NA	intron (ENSMUST00000247866.1, intron 3 of 33)	protein_coding-intron (ENSMUST00000026671.13, intron 3 of 33)	-26693	ENSMUST00020183695.1	ENSMUSG00002076802	ENSMUST00020183695			Gm55776			snoRNA
chr6-268	chr6	30628273	30628441	+	1	NA	intron (ENSMUST00000165949.2, intron 8 of 10)	protein_coding-intron (ENSMUST00000062758.11, intron 9 of 11)	-10860	ENSMUST00000031806.10	ENSMUSG00000054446	ENSMUST00000139004			Cpa1			protein_coding
chr10-269	chr10	81242374	81242542	+	1	NA	intron (ENSMUST00000221817.2, intron 6 of 9)	protein_coding-intron (ENSMUST00000020461.15, intron 6 of 9)	1017	ENSMUST00000140916.8	ENSMUSG00000055053	ENSMUST00000020461			Nfic			protein_coding
chr18-620	chr18	39384047	39384215	+	1	NA	intron (ENSMUST00000128894.2, intron 2 of 2)	protein_coding-intron (ENSMUST00000097593.9, intron 17 of 22)	23710	ENSMUST00000154551.8	ENSMUSG00000036452	ENSMUST00000137497			Arhgap26			protein_coding
chr9-718	chr9	109814662	109814830	+	1	NA	intron (ENSMUST00000197289.2, intron 2 of 3)	protein_coding-intron (ENSMUST00000035055.15, intron 2 of 18)	6156	ENSMUST00000200260.2	ENSMUSG00000105856	ENSMUST00000200260			Gm43732			lncRNA
chr15-752	chr15	72818197	72818296	+	1	NA	intron (ENSMUST00000230270.2, intron 11 of 16)	protein_coding-intron (ENSMUST00000023276.16, intron 11 of 21)	33040	ENSMUST00000166418.4	ENSMUSG00000096173	ENSMUST00000166418			Gm3150			processed_pseudogene
chr1-288	chr1	55402909	55403077	+	1	NA	promoter-TSS (ENSMUST00000087585.10)	protein_coding-promoter-TSS (ENSMUST00000087585.10)	-365	ENSMUST00000159398.2	ENSMUSG00000025977	ENSMUST00000173983			Boll			protein_coding
